time,RR,心率,低压,高压,GCYY
2022-09-15 22:46:00,795.0975609756098,77.34146341463415,64.6829268292683,101.5609756097561,0.012536581905070536
2022-09-15 22:47:00,863.2291666666666,78.75,65.45833333333333,102.0,0.012393051104621104
2022-09-15 22:48:00,771.2830188679245,76.05660377358491,64.81132075471699,102.0,0.012578691520656026
2022-09-15 22:49:00,762.02,78.4,65.24,102.0,0.01242227747841804
2022-09-15 22:50:00,732.02,79.48,66.0,102.14,0.012312759707736525
2022-09-15 22:51:00,692.2608695652174,79.67391304347827,64.76086956521739,102.0,0.012386012824457714
2022-09-15 22:52:00,736.0444444444445,80.08888888888889,65.2,102.17777777777778,0.012331051515728254
2022-09-15 22:53:00,745.4545454545455,75.29545454545455,65.38636363636364,102.0909090909091,0.012579141738365291
2022-09-15 22:54:00,769.8913043478261,78.04347826086956,64.95652173913044,102.0,0.01245988162400269
2022-09-15 22:55:00,773.7111111111111,77.06666666666666,65.64444444444445,102.64444444444445,0.01244209388765808
2022-09-15 22:56:00,760.1111111111111,77.55555555555556,65.0,102.0,0.012482315411581216
2022-09-15 22:57:00,745.9333333333333,80.26666666666667,62.86666666666667,100.86666666666666,0.012552802687318681
2022-09-15 22:58:00,650.4583333333334,92.125,67.33333333333333,105.5,0.011520865698871521
2022-09-15 22:59:00,659.6,89.2,67.37142857142857,105.42857142857143,0.011644243221627451
2022-09-15 23:00:00,626.3636363636364,86.57575757575758,67.9090909090909,106.45454545454545,0.011698609910997994
2022-09-15 23:01:00,673.6,89.63333333333334,68.03333333333333,107.33333333333333,0.011519052538856513
2022-09-15 23:02:00,677.3846153846154,86.23076923076923,68.76923076923077,111.3076923076923,0.011485960519957046
2022-09-15 23:03:00,738.1851851851852,81.83333333333333,66.0,102.81481481481481,0.01217378078251696
2022-09-15 23:04:00,720.4150943396227,79.84905660377359,66.69811320754717,104.05660377358491,0.012177948821119925
2022-09-15 23:05:00,701.8857142857142,80.54285714285714,67.42857142857143,106.68571428571428,0.011997233071891336
2022-09-15 23:06:00,675.76,79.2,68.92,110.92,0.01182095583283888
2022-09-15 23:07:00,686.060606060606,79.54545454545455,73.15151515151516,128.54545454545453,0.011021122030206292
2022-09-15 23:08:00,1020.875,82.0,73.0,128.375,0.010917682363073817
2022-09-15 23:09:00,539.0,83.8,70.4,118.0,0.011284602999365591
2022-09-15 23:10:00,657.3333333333334,84.0,68.07407407407408,113.07407407407408,0.011595380399960144
2022-09-15 23:11:00,575.72,89.32,69.24,113.72,0.01124931819973939
2022-09-15 23:12:00,652.3846153846154,90.28205128205128,70.07692307692308,117.76923076923077,0.011035779573327244
2022-09-15 23:13:00,794.375,88.8125,68.09375,107.84375,0.011532648853869154
2022-09-15 23:14:00,658.9714285714285,89.6,69.51428571428572,115.0,0.011178899859551764
2022-09-15 23:15:00,519.2307692307693,89.76923076923077,71.46153846153847,122.61538461538461,0.01083438128943264
2022-09-15 23:16:00,428.23809523809524,90.0,72.0,125.0,0.010727659828951434
2022-09-15 23:17:00,730.7142857142857,91.0,71.85714285714286,125.5,0.010681963842668969
2022-09-15 23:18:00,530.9285714285714,95.0,69.14285714285714,112.64285714285714,0.01105756501143012
2022-09-15 23:19:00,643.7727272727273,95.0,69.95454545454545,117.72727272727273,0.010853280474135724
2022-09-15 23:20:00,540.8064516129032,95.0,70.25806451612904,118.2258064516129,0.010821837700980356
2022-09-15 23:21:00,520.4074074074074,94.55555555555556,71.14814814814815,121.0,0.010711846258066716
2022-09-15 23:22:00,395.0,83.0,71.0,120.5,0.011208835589050902
2022-09-15 23:29:00,906.0,49.00000000000001,71.5,122.5,0.013258846470107631
2022-09-15 23:30:00,580.6875,49.00000000000001,71.0,120.0,0.013379958766971846
2022-09-15 23:31:00,451.25,49.00000000000001,48.0,84.0,0.017169637741754867
2022-09-15 23:32:00,641.9473684210526,49.00000000000001,48.0,84.0,0.017169637741754867
2022-09-15 23:33:00,552.6296296296297,49.00000000000001,47.851851851851855,83.44444444444444,0.017226862009183108
2022-09-15 23:34:00,770.3333333333334,49.000000000000014,67.28571428571429,119.04761904761905,0.013881054228098579
2022-09-15 23:35:00,790.5,49.00000000000001,74.0,133.0,0.012751859521622985
2022-09-15 23:36:00,827.3333333333334,49.000000000000014,74.0,133.0,0.012751859521622985
2022-09-15 23:37:00,501.0,49.00000000000001,66.0,107.00000000000001,0.01424378475627319
2022-09-15 23:38:00,673.0,66.54838709677419,66.45161290322581,108.4193548387097,0.012967763372411442
2022-09-15 23:39:00,560.0,81.0,73.0,128.0,0.010973050648485526
2022-09-15 23:40:00,606.0,81.0,73.0,128.0,0.010973050648485526
2022-09-15 23:42:00,565.0,55.0,74.0,133.0,0.012270190816832711
2022-09-15 23:44:00,908.0,55.0,74.0,131.5,0.012316708826760885
2022-09-15 23:45:00,745.0,55.0,72.33333333333333,127.16666666666667,0.012553316682558649
2022-09-15 23:46:00,576.1111111111111,55.0,69.0,113.66666666666667,0.013245638522927655
2022-09-15 23:47:00,572.5294117647059,62.529411764705884,68.0,110.88235294117646,0.012962071488033166
2022-09-15 23:48:00,506.5,87.0,69.75,114.75,0.011283376356895365
2022-09-15 23:49:00,700.4615384615385,87.0,72.43589743589743,126.1025641025641,0.01079954828166007
2022-09-15 23:50:00,638.0909090909091,85.29545454545455,71.31818181818181,122.79545454545455,0.011026790745718027
2022-09-15 23:51:00,679.6170212765958,79.36170212765957,71.48936170212765,123.19148936170212,0.01126896926254873
2022-09-15 23:52:00,842.6666666666666,80.31372549019608,71.74509803921569,124.94117647058823,0.011159895892653992
